,date,result,moves,speed,link,my_elo,opponent_elo,opponent_country,opponent_name,color
223,"Jun 24, 2020",loss,26,10 min,https://www.chess.com/analysis/game/live/5053145849,1699,1720,Indonesia,kosmasbambangp,white
224,"Jun 24, 2020",win,20,10 min,https://www.chess.com/analysis/game/live/5053130240,1707,1712,Indonesia,kosmasbambangp,black
225,"Jun 24, 2020",win,69,10 min,https://www.chess.com/analysis/game/live/5051023557,1698,1616,Tunisia,KhaledEsbk,white
226,"Jun 24, 2020",loss,34,10 min,https://www.chess.com/analysis/game/live/5050652510,1692,1706,Brazil,survivorpc,black
227,"Jun 24, 2020",win,22,10 min,https://www.chess.com/analysis/game/live/5050553194,1700,1614,Serbia,matija13,white
228,"Jun 24, 2020",win,20,10 min,https://www.chess.com/analysis/game/live/5050528781,1694,1693,Italy,ladrone74,white
229,"Jun 23, 2020",loss,48,10 min,https://www.chess.com/analysis/game/live/5047863765,1686,1817,Peru,silvaguerrero,white
230,"Jun 23, 2020",win,54,10 min,https://www.chess.com/analysis/game/live/5047807515,1691,1595,Serbia,Herakle1,white
231,"Jun 23, 2020",loss,50,10 min,https://www.chess.com/analysis/game/live/5047192072,1685,1645,Peru,palacios_fabian,black
232,"Jun 23, 2020",win,38,10 min,https://www.chess.com/analysis/game/live/5047124734,1694,1636,Peru,palacios_fabian,white
233,"Jun 23, 2020",win,21,10 min,https://www.chess.com/analysis/game/live/5044839089,1687,1650,Egypt,Tarekhamedabdou,black
234,"Jun 22, 2020",loss,47,10 min,https://www.chess.com/analysis/game/live/5042863500,1679,1711,United Kingdom,mso2020,black
235,"Jun 22, 2020",win,42,10 min,https://www.chess.com/analysis/game/live/5042773257,1687,1665,Philippines,counter166,black
236,"Jun 22, 2020",loss,28,10 min,https://www.chess.com/analysis/game/live/5042751399,1679,1558,South Africa,rhulaniM,white
237,"Jun 22, 2020",win,53,10 min,https://www.chess.com/analysis/game/live/5042716308,1690,1719,Peru,leoriv,black
238,"Jun 22, 2020",loss,24,10 min,https://www.chess.com/analysis/game/live/5042671467,1681,1717,United States,Upstarts,black
239,"Jun 22, 2020",loss,8,10 min,https://www.chess.com/analysis/game/live/5041920025,1689,1722,Ukraine,Vania7777,white
240,"Jun 22, 2020",win,31,10 min,https://www.chess.com/analysis/game/live/5041877938,1697,1714,Ukraine,Vania7777,black
241,"Jun 22, 2020",win,49,10 min,https://www.chess.com/analysis/game/live/5041797860,1688,1762,Croatia,Oktalzr,white
242,"Jun 21, 2020",win,74,5 min,https://www.chess.com/analysis/game/live/5038100116,1678,1689,United States,Moonlighter321,white
243,"Jun 21, 2020",win,24,3|2,https://www.chess.com/analysis/game/live/5037485251,1669,1326,Brazil,elsamuh,white
244,"Jun 21, 2020",draw,67,3|2,https://www.chess.com/analysis/game/live/5037451009,1667,1674,Brazil,LuccasRossetto,white
245,"Jun 21, 2020",win,37,3|2,https://www.chess.com/analysis/game/live/5037417992,1667,1694,Brazil,MarceloAlves,error
246,"Jun 21, 2020",loss,67,3|2,https://www.chess.com/analysis/game/live/5037378789,1658,1579,Brazil,Leonilson,black
247,"Jun 21, 2020",win,20,3|2,https://www.chess.com/analysis/game/live/5037366853,1669,1105,Brazil,danielwto,black
248,"Jun 21, 2020",loss,26,3|2,https://www.chess.com/analysis/game/live/5037338262,1668,1597,Brazil,jotafortuna,white
249,"Jun 20, 2020",loss,34,3|2,https://www.chess.com/analysis/game/live/5033304585,1679,1535,Australia,a2a4b1c3,black
250,"Jun 20, 2020",win,40,5 min,https://www.chess.com/analysis/game/live/5033267259,1691,1730,Malaysia,edderz18,white
251,"Jun 20, 2020",win,55,10 min,https://www.chess.com/analysis/game/live/5032898982,1681,1669,International,bearfighter,black
252,"Jun 20, 2020",win,40,10 min,https://www.chess.com/analysis/game/live/5032829936,1673,1622,Indonesia,Udin70Sausu,black
253,"Jun 19, 2020",win,65,10 min,https://www.chess.com/analysis/game/live/5027596998,1665,1647,United States,JoeSinai,white
254,"Jun 19, 2020",win,31,10 min,https://www.chess.com/analysis/game/live/5027540907,1656,1618,Nigeria,Sheddie,white
255,"Jun 16, 2020",win,33,5 min,https://www.chess.com/analysis/game/live/5010728439,1648,1604,Russia,assss88,white
256,"Jun 15, 2020",loss,19,5 min,https://www.chess.com/analysis/game/live/5008126371,1640,1609,United States,WalangTalo,black
257,"Jun 15, 2020",loss,13,5 min,https://www.chess.com/analysis/game/live/5008120219,1650,1689,New Zealand,Sinbadlivz,black
258,"Jun 15, 2020",loss,61,5 min,https://www.chess.com/analysis/game/live/5008088896,1659,1735,Peru,Uriel2801,black
259,"Jun 14, 2020",loss,22,5 min,https://www.chess.com/analysis/game/live/5002297641,1667,1686,India,UpbeatLantern,white
260,"Jun 14, 2020",loss,26,5 min,https://www.chess.com/analysis/game/live/5002258378,1677,1751,Germany,Gettly,white
261,"Jun 14, 2020",win,37,5 min,https://www.chess.com/analysis/game/live/5002217790,1685,1624,Wales,Roarer,white
262,"Jun 7, 2020",loss,43,10 min,https://www.chess.com/analysis/game/live/4966687625,1676,1729,Armenia,nersesyan,black
263,"Apr 28, 2020",win,44,10 min,https://www.chess.com/analysis/game/live/4785444104,1685,1651,Bosnia-Herzegovina,klx97,black
264,"Apr 21, 2020",win,36,10 min,https://www.chess.com/analysis/game/live/4752757637,1677,1610,United States,cesaermichael,white
265,"Apr 21, 2020",win,27,10 min,https://www.chess.com/analysis/game/live/4752715876,1670,1622,Colombia,hcastaneda,black
266,"Apr 16, 2020",loss,33,10 min,https://www.chess.com/analysis/game/live/4731650314,1663,1675,United States,Emilio2010,black
267,"Apr 16, 2020",win,63,10 min,https://www.chess.com/analysis/game/live/4730585041,1671,1703,United Kingdom,Zygyvypt,white
268,"Apr 16, 2020",loss,33,10 min,https://www.chess.com/analysis/game/live/4730301381,1662,1679,France,voicesurgery,white
269,"Apr 8, 2020",win,55,10 min,https://www.chess.com/analysis/game/live/4694319887,1670,1662,Serbia,OBRAD964,black
270,"Apr 5, 2020",loss,27,10 min,https://www.chess.com/analysis/game/live/4682164759,1662,1693,United Kingdom,Oxytocin,white
271,"Apr 5, 2020",win,21,10 min,https://www.chess.com/analysis/game/live/4682122588,1670,1679,Albania,vidancobani30,white
272,"Apr 4, 2020",win,22,10 min,https://www.chess.com/analysis/game/live/4680048052,1661,1619,United States,hkuang,white
273,"Apr 3, 2020",win,53,10 min,https://www.chess.com/analysis/game/live/4674456906,1654,1655,Italy,giuseppe_ferrigno,black
274,"Apr 1, 2020",win,43,10 min,https://www.chess.com/analysis/game/live/4667421296,1646,1583,Brazil,Paulolix,black
275,"Apr 1, 2020",win,14,10 min,https://www.chess.com/analysis/game/live/4667401690,1639,1665,Australia,Scytic,white
276,"Apr 1, 2020",loss,8,10 min,https://www.chess.com/analysis/game/live/4666334822,1630,1613,Bulgaria,nikolovdimcho,black
277,"Mar 29, 2020",loss,13,10 min,https://www.chess.com/analysis/game/live/4652700120,1639,1636,Russia,xvladd,black
278,"Mar 26, 2020",loss,12,10 min,https://www.chess.com/analysis/game/live/4641466595,1647,1675,Switzerland,ThePossumGJ,error
279,"Mar 25, 2020",loss,42,5 min,https://www.chess.com/analysis/game/live/4638174549,1655,1660,United States,saltman2,white
280,"Mar 23, 2020",loss,26,10 min,https://www.chess.com/analysis/game/live/4630163471,1663,1670,Vietnam,thandongcovua2004,error
281,"Mar 23, 2020",loss,30,10 min,https://www.chess.com/analysis/game/live/4630130605,1671,1725,Argentina,platoo01,white
282,"Mar 20, 2020",loss,8,10 min,https://www.chess.com/analysis/game/live/4618024543,1678,1675,Israel,jony_B_good,white
283,"Mar 17, 2020",loss,29,10 min,https://www.chess.com/analysis/game/live/4606705791,1686,1712,United States,LexCnote,white
284,"Mar 17, 2020",loss,40,10 min,https://www.chess.com/analysis/game/live/4605338415,1694,1631,Argentina,luchito9000,white
285,"Mar 16, 2020",loss,26,10 min,https://www.chess.com/analysis/game/live/4602655559,1704,1667,Spain,manzanera,black
286,"Mar 16, 2020",loss,45,10 min,https://www.chess.com/analysis/game/live/4600679084,1713,1691,Bulgaria,bobo111,black
287,"Mar 16, 2020",win,16,10 min,https://www.chess.com/analysis/game/live/4600627945,1722,1675,Montenegro,vukas1951,black
288,"Mar 15, 2020",loss,31,10 min,https://www.chess.com/analysis/game/live/4599302942,1715,1708,United States,ggenshaft,white
289,"Mar 15, 2020",loss,38,10 min,https://www.chess.com/analysis/game/live/4597773680,1724,1710,Bulgaria,nikterz,black
290,"Mar 14, 2020",win,58,10 min,https://www.chess.com/analysis/game/live/4593924335,1733,1670,India,Biplabks,white
291,"Mar 14, 2020",loss,45,10 min,https://www.chess.com/analysis/game/live/4593283885,1726,1749,Brazil,Sacr,black
292,"Mar 13, 2020",win,40,10 min,https://www.chess.com/analysis/game/live/4592221428,1734,1718,United States,sergeyzimin,white
293,"Mar 13, 2020",win,16,10 min,https://www.chess.com/analysis/game/live/4592033868,1726,1708,Uzbekistan,morales2216,black
294,"Mar 12, 2020",loss,53,10 min,https://www.chess.com/analysis/game/live/4588093360,1718,1733,Sweden,Maveast,white
295,"Mar 11, 2020",loss,57,10 min,https://www.chess.com/analysis/game/live/4584819740,1711,1724,Congo,NewHire,white
296,"Mar 11, 2020",win,51,10 min,https://www.chess.com/analysis/game/live/4584491692,1719,1611,Iran,habib_syr50,black
297,"Mar 11, 2020",win,30,10 min,https://www.chess.com/analysis/game/live/4584471006,1713,1621,Russia,Oshibka101,white
298,"Mar 10, 2020",win,55,10 min,https://www.chess.com/analysis/game/live/4581894436,1707,1687,Indonesia,antimombahpetruk,white
299,"Mar 10, 2020",win,51,10 min,https://www.chess.com/analysis/game/live/4581786213,1699,1645,Italy,giomar2000,white
300,"Mar 10, 2020",win,66,10 min,https://www.chess.com/analysis/game/live/4581748305,1692,1613,Turkey,tlgctl27,black
301,"Mar 9, 2020",loss,16,10 min,https://www.chess.com/analysis/game/live/4578472312,1685,1687,Serbia,007ivan971,white
302,"Mar 9, 2020",win,31,10 min,https://www.chess.com/analysis/game/live/4578456378,1693,1638,Albania,beni-ibi,black
303,"Mar 9, 2020",win,25,10 min,https://www.chess.com/analysis/game/live/4578439974,1686,1645,Albania,beni-ibi,white
304,"Mar 9, 2020",loss,29,10 min,https://www.chess.com/analysis/game/live/4577873441,1679,1764,United States,guicopiano,black
305,"Mar 9, 2020",loss,24,10 min,https://www.chess.com/analysis/game/live/4577859404,1685,1732,Croatia,penzic,black
306,"Mar 9, 2020",win,42,10 min,https://www.chess.com/analysis/game/live/4577617590,1692,1703,United States,arkboater,white
307,"Mar 9, 2020",win,40,10 min,https://www.chess.com/analysis/game/live/4577018259,1683,1584,Russia,bmi1961,error
308,"Mar 9, 2020",loss,14,10 min,https://www.chess.com/analysis/game/live/4576844049,1677,1718,Canary Islands,gladiatordj1,white
309,"Mar 9, 2020",loss,14,10 min,https://www.chess.com/analysis/game/live/4576834175,1684,1711,Canary Islands,gladiatordj1,error
310,"Mar 9, 2020",win,28,10 min,https://www.chess.com/analysis/game/live/4576809372,1692,1703,Canary Islands,gladiatordj1,white
311,"Mar 9, 2020",loss,43,10 min,https://www.chess.com/analysis/game/live/4576676290,1683,1773,Albania,knumani,white
312,"Mar 8, 2020",win,76,10 min,https://www.chess.com/analysis/game/live/4573993025,1689,1733,Russia,FanyaShipova,black
313,"Mar 8, 2020",win,31,10 min,https://www.chess.com/analysis/game/live/4573638571,1680,1618,Hungary,istvan_fodor,black
314,"Mar 8, 2020",loss,13,10 min,https://www.chess.com/analysis/game/live/4572964080,1673,1782,Philippines,DodzFjr2017,white
315,"Mar 7, 2020",loss,25,10 min,https://www.chess.com/analysis/game/live/4571925564,1679,1732,Bolivia,dtrujillo,white
316,"Mar 7, 2020",win,61,10 min,https://www.chess.com/analysis/game/live/4571144181,1686,1740,Israel,vladifedor,black
317,"Mar 7, 2020",loss,21,10 min,https://www.chess.com/analysis/game/live/4570831204,1676,1698,Russia,nikolay_piskarev,black
318,"Mar 7, 2020",win,64,10 min,https://www.chess.com/analysis/game/live/4570780311,1684,1666,Pakistan,gujratpk,white
319,"Mar 6, 2020",win,36,10 min,https://www.chess.com/analysis/game/live/4568725499,1676,1676,United States,EvDMC,error
320,"Mar 6, 2020",win,39,10 min,https://www.chess.com/analysis/game/live/4567635082,1668,1604,Australia,kazem11,black
321,"Mar 6, 2020",loss,15,10 min,https://www.chess.com/analysis/game/live/4567405174,1661,1684,United States,Tundra2006,white
322,"Mar 6, 2020",win,65,10 min,https://www.chess.com/analysis/game/live/4567220726,1669,1618,Italy,templare-,white
323,"Mar 6, 2020",win,16,10 min,https://www.chess.com/analysis/game/live/4567208639,1662,1621,Bangladesh,niksonnn,black
324,"Mar 6, 2020",loss,24,10 min,https://www.chess.com/analysis/game/live/4566477295,1655,1673,United States,sqeep,white
325,"Mar 5, 2020",win,64,10 min,https://www.chess.com/analysis/game/live/4563707755,1663,1665,Bangladesh,Skmtpcvc,black
326,"Mar 5, 2020",win,26,10 min,https://www.chess.com/analysis/game/live/4563675595,1655,1655,United States,puttyknife,white
327,"Mar 4, 2020",loss,61,10 min,https://www.chess.com/analysis/game/live/4561771226,1647,1631,Brazil,Clandio,white
328,"Mar 4, 2020",win,32,10 min,https://www.chess.com/analysis/game/live/4561734364,1656,1679,Serbia,sever9,black
329,"Mar 4, 2020",win,26,10 min,https://www.chess.com/analysis/game/live/4560962235,1647,1674,Peru,CAYAMA360,black
330,"Mar 4, 2020",win,33,10 min,https://www.chess.com/analysis/game/live/4560703540,1638,1594,Indonesia,putukaisar1,white
331,"Mar 3, 2020",win,25,10 min,https://www.chess.com/analysis/game/live/4557901133,1631,1608,Albania,Naqe99,black
332,"Mar 3, 2020",win,30,10 min,https://www.chess.com/analysis/game/live/4557877488,1623,1486,Iran,moslemmaleki,black
333,"Mar 3, 2020",win,4,10 min,https://www.chess.com/analysis/game/live/4557238024,1618,1679,India,shakeelb703,white
334,"Mar 2, 2020",win,46,10 min,https://www.chess.com/analysis/game/live/4555360017,1608,1637,Philippines,spalto,black
335,"Mar 2, 2020",loss,27,10 min,https://www.chess.com/analysis/game/live/4555301205,1599,1502,United States,tbird5th,white
336,"Mar 2, 2020",loss,10,10 min,https://www.chess.com/analysis/game/live/4555246208,1610,1558,United States,DiyarzaLeinier777,black
337,"Mar 2, 2020",win,44,10 min,https://www.chess.com/analysis/game/live/4555204752,1620,1585,Spain,Celmavlc,white
338,"Mar 2, 2020",win,27,10 min,https://www.chess.com/analysis/game/live/4554684159,1612,1615,United States,Aramarama,white
339,"Mar 1, 2020",loss,20,10 min,https://www.chess.com/analysis/game/live/4552063663,1604,1628,South Africa,bullydm,black
340,"Mar 1, 2020",win,35,10 min,https://www.chess.com/analysis/game/live/4552042430,1612,1620,South Africa,bullydm,white
341,"Mar 1, 2020",win,16,10 min,https://www.chess.com/analysis/game/live/4552021812,1603,1622,United States,Force7402,white
342,"Mar 1, 2020",win,40,10 min,https://www.chess.com/analysis/game/live/4551999295,1594,1570,Croatia,vedranbukovac,black
343,"Mar 1, 2020",loss,29,10 min,https://www.chess.com/analysis/game/live/4551981157,1586,1622,United Kingdom,attackforce666,black
344,"Mar 1, 2020",loss,50,10 min,https://www.chess.com/analysis/game/live/4551751722,1594,1608,Czech Republic,Ilweran,error
345,"Mar 1, 2020",win,32,10 min,https://www.chess.com/analysis/game/live/4551716098,1602,1512,International,RustyLama10,white
346,"Mar 1, 2020",win,61,10 min,https://www.chess.com/analysis/game/live/4549966953,1596,1557,England,AmeliaSail,black
347,"Feb 28, 2020",loss,23,10 min,https://www.chess.com/analysis/game/live/4544329483,1588,1678,Georgia,giorgikada,white
348,"Feb 28, 2020",loss,40,10 min,https://www.chess.com/analysis/game/live/4544279212,1594,1672,Georgia,giorgikada,black
349,"Feb 25, 2020",loss,37,10 min,https://www.chess.com/analysis/game/live/4533623032,1601,1593,Albania,GjyshiSkender,white
350,"Feb 24, 2020",win,33,10 min,https://www.chess.com/analysis/game/live/4531829966,1610,1569,Ukraine,Mikhail_Volkov,error
351,"Feb 24, 2020",loss,27,10 min,https://www.chess.com/analysis/game/live/4530099375,1603,1629,Iran,mad77,white
352,"Feb 24, 2020",win,59,10 min,https://www.chess.com/analysis/game/live/4530075468,1611,1581,Nigeria,ioriaifo,white
353,"Feb 24, 2020",win,35,10 min,https://www.chess.com/analysis/game/live/4530048840,1603,1546,Saudi Arabia,r7c,black
354,"Feb 23, 2020",loss,12,10 min,https://www.chess.com/analysis/game/live/4526681586,1596,1609,Malawi,Asiandy,white
355,"Feb 22, 2020",loss,28,10 min,https://www.chess.com/analysis/game/live/4523479739,1604,1611,Bangladesh,azizsumon,black
356,"Feb 22, 2020",loss,18,10 min,https://www.chess.com/analysis/game/live/4523472384,1612,1603,Bangladesh,azizsumon,white
357,"Feb 22, 2020",win,18,10 min,https://www.chess.com/analysis/game/live/4523459662,1621,1594,Bangladesh,azizsumon,black
358,"Feb 20, 2020",loss,37,10 min,https://www.chess.com/analysis/game/live/4519339351,1613,1633,Brazil,jlabeschess,white
359,"Feb 20, 2020",win,29,10 min,https://www.chess.com/analysis/game/live/4519315424,1621,1620,Brazil,maxbuch,black
360,"Feb 20, 2020",draw,65,10 min,https://www.chess.com/analysis/game/live/4519062583,1613,1658,Palestine,Waeljhb,white
361,"Feb 20, 2020",win,73,10 min,https://www.chess.com/analysis/game/live/4519017466,1612,1534,International,pchakh,black
362,"Feb 20, 2020",loss,12,10 min,https://www.chess.com/analysis/game/live/4519008901,1605,1696,Russia,SalavatUlaev25,white
363,"Feb 20, 2020",loss,21,10 min,https://www.chess.com/analysis/game/live/4518984810,1611,1672,France,kayblanc,black
364,"Feb 20, 2020",win,56,10 min,https://www.chess.com/analysis/game/live/4517965423,1618,1628,Brazil,bastiaoxyz,white
365,"Feb 19, 2020",win,51,10 min,https://www.chess.com/analysis/game/live/4516012707,1609,1529,Serbia,mlandimovski,black
366,"Feb 19, 2020",win,15,10 min,https://www.chess.com/analysis/game/live/4516003119,1602,1565,United States,RedzoneReligion,error
367,"Feb 19, 2020",loss,8,10 min,https://www.chess.com/analysis/game/live/4516001003,1594,1596,United States,player_773,white
368,"Feb 19, 2020",win,46,10 min,https://www.chess.com/analysis/game/live/4515971236,1602,1658,United States,gutin11,white
369,"Feb 14, 2020",loss,24,10 min,https://www.chess.com/analysis/game/live/4497289083,1592,1628,Zambia,mziii3,black
370,"Feb 13, 2020",win,17,10 min,https://www.chess.com/analysis/game/live/4494084999,1599,1643,Philippines,aye725,white
371,"Feb 11, 2020",loss,23,10 min,https://www.chess.com/analysis/game/live/4488223884,1590,1632,France,philou87541,white
372,"Feb 10, 2020",loss,23,10 min,https://www.chess.com/analysis/game/live/4486367920,1597,1604,International,nutkhut007,black
373,"Feb 10, 2020",win,54,10 min,https://www.chess.com/analysis/game/live/4486339726,1605,1596,International,nutkhut007,white
374,"Feb 9, 2020",win,25,10 min,https://www.chess.com/analysis/game/live/4482998962,1597,1556,Dominican Republic,MAXUELLLANDA,black
375,"Feb 9, 2020",win,41,10 min,https://www.chess.com/analysis/game/live/4482963764,1590,1448,Canada,koulisk,black
376,"Feb 3, 2020",win,24,10 min,https://www.chess.com/analysis/game/live/4463664734,1585,1602,Switzerland,derErsteMensch,black
377,"Feb 2, 2020",win,58,10 min,https://www.chess.com/analysis/game/live/4459371313,1576,1542,Russia,vladmen2,white
378,"Feb 2, 2020",win,44,10 min,https://www.chess.com/analysis/game/live/4459330200,1568,1519,Egypt,maxlife2050,white
379,"Jan 30, 2020",loss,12,10 min,https://www.chess.com/analysis/game/live/4449863017,1561,1589,Latvia,lordloredo,black
380,"Jan 29, 2020",win,23,10 min,https://www.chess.com/analysis/game/live/4446835414,1569,1511,Bulgaria,Aleksandar_Duev,white
381,"Jan 26, 2020",win,34,10 min,https://www.chess.com/analysis/game/live/4437310774,1562,1522,Spain,papadidi,white
382,"Jan 25, 2020",loss,25,10 min,https://www.chess.com/analysis/game/live/4435355447,1555,1606,United Kingdom,pmanepalli,black
383,"Jan 24, 2020",loss,16,10 min,https://www.chess.com/analysis/game/live/4432037172,1562,1620,United States,elcachorrito,black
384,"Jan 24, 2020",win,43,10 min,https://www.chess.com/analysis/game/live/4431940855,1569,1466,United States,BigPeep,error
385,"Jan 23, 2020",loss,40,10 min,https://www.chess.com/analysis/game/live/4428038446,1563,1659,Croatia,Zec14,black
386,"Jan 22, 2020",loss,49,10 min,https://www.chess.com/analysis/game/live/4425235643,1569,1604,Lithuania,vladimirchomenko,white
387,"Jan 21, 2020",draw,70,10 min,https://www.chess.com/analysis/game/live/4422379440,1577,1575,Philippines,lolongjr,white
388,"Jan 21, 2020",win,59,10 min,https://www.chess.com/analysis/game/live/4422138979,1577,1549,Brazil,Anarowa,black
389,"Jan 21, 2020",win,18,10 min,https://www.chess.com/analysis/game/live/4422128681,1569,1557,Brazil,Anarowa,white
390,"Jan 21, 2020",win,67,10 min,https://www.chess.com/analysis/game/live/4422074032,1561,1565,Brazil,Anarowa,black
391,"Jan 20, 2020",win,36,10 min,https://www.chess.com/analysis/game/live/4418978392,1553,1579,United States,ju197afot,white
392,"Jan 20, 2020",win,21,10 min,https://www.chess.com/analysis/game/live/4416836941,1544,1517,Lithuania,montanas,white
393,"Jan 19, 2020",win,47,10 min,https://www.chess.com/analysis/game/live/4414324210,1536,1563,Bangladesh,rakibhasan947,black
394,"Jan 19, 2020",win,17,10 min,https://www.chess.com/analysis/game/live/4414310300,1527,1546,Syria,abd19556,white
395,"Jan 15, 2020",loss,14,10 min,https://www.chess.com/analysis/game/live/4401541409,1518,1511,Kenya,samnjamiu,black
396,"Jan 13, 2020",loss,12,10 min,https://www.chess.com/analysis/game/live/4396088950,1519,1543,Brazil,eduardorossi,error
397,"Jan 12, 2020",win,10,10 min,https://www.chess.com/analysis/game/live/4393425629,1527,1522,Brazil,aliceltics,white
398,"Jan 12, 2020",win,37,10 min,https://www.chess.com/analysis/game/live/4391772681,1519,1502,Turkey,Huysuzihtiyar,white
399,"Jan 12, 2020",loss,18,10 min,https://www.chess.com/analysis/game/live/4391756278,1511,1643,United States,luay925,black
400,"Jan 11, 2020",loss,24,10 min,https://www.chess.com/analysis/game/live/4388824399,1516,1518,United States,SuperPopcorn,white
401,"Jan 10, 2020",loss,33,10 min,https://www.chess.com/analysis/game/live/4385559391,1524,1570,Armenia,vach060,black
402,"Jan 10, 2020",win,43,10 min,https://www.chess.com/analysis/game/live/4384979063,1531,1447,Canada,plasma1147,white
403,"Jan 10, 2020",loss,28,10 min,https://www.chess.com/analysis/game/live/4384657626,1525,1518,Indonesia,adi5000,white
404,"Jan 10, 2020",win,26,10 min,https://www.chess.com/analysis/game/live/4384641777,1534,1393,Albania,kadr0000,white
405,"Jan 9, 2020",loss,38,10 min,https://www.chess.com/analysis/game/live/4383133146,1529,1614,Russia,Andre3564,black
406,"Jan 9, 2020",draw,59,5 min,https://www.chess.com/analysis/game/live/4381874403,1535,1556,United Kingdom,Kurtiii,white
407,"Jan 9, 2020",loss,31,5 min,https://www.chess.com/analysis/game/live/4381837401,1535,1577,Armenia,khachvard,black
408,"Jan 9, 2020",loss,41,5 min,https://www.chess.com/analysis/game/live/4381498037,1542,1490,France,pat786786,black
409,"Jan 8, 2020",loss,58,10 min,https://www.chess.com/analysis/game/live/4378729650,1552,1535,Slovenia,bozo_chess,white
410,"Jan 8, 2020",win,60,10 min,https://www.chess.com/analysis/game/live/4378703480,1561,1526,Slovenia,bozo_chess,black
411,"Jan 8, 2020",win,25,10 min,https://www.chess.com/analysis/game/live/4378683835,1553,1527,Vietnam,mnc041,white
412,"Jan 7, 2020",draw,71,10 min,https://www.chess.com/analysis/game/live/4375893921,1545,1460,United States,PlayMorenMore,black
413,"Jan 7, 2020",win,37,10 min,https://www.chess.com/analysis/game/live/4375840772,1547,1534,Austria,Rochade27,white
414,"Jan 7, 2020",win,32,10 min,https://www.chess.com/analysis/game/live/4375812633,1539,1518,Philippines,Roydz29,black
415,"Jan 6, 2020",win,63,5 min,https://www.chess.com/analysis/game/live/4372446877,1531,1512,Saudi Arabia,abokriek,white
416,"Jan 4, 2020",win,68,5 min,https://www.chess.com/analysis/game/live/4366049455,1523,1500,Romania,dani77bv,black
417,"Jan 3, 2020",win,32,5 min,https://www.chess.com/analysis/game/live/4363835942,1515,1475,Aruba,kar-ploff,white
418,"Jan 3, 2020",win,21,5 min,https://www.chess.com/analysis/game/live/4363820724,1508,1503,Russia,Daniel_Potravnyy,white
419,"Jan 3, 2020",win,15,5 min,https://www.chess.com/analysis/game/live/4363806443,1500,1529,United States,Copawn,error
420,"Jan 3, 2020",loss,24,5 min,https://www.chess.com/analysis/game/live/4363783729,1491,1471,France,fredholz,black
421,"Jan 3, 2020",win,12,5 min,https://www.chess.com/analysis/game/live/4363776385,1500,1482,United Kingdom,richyggg,white
422,"Jan 1, 2020",loss,44,5 min,https://www.chess.com/analysis/game/live/4356163095,1492,1515,United States,knightmagic56,white
423,"Jan 1, 2020",loss,7,5 min,https://www.chess.com/analysis/game/live/4356158017,1500,1448,Philippines,melvinjasond,black
424,"Jan 1, 2020",loss,12,5 min,https://www.chess.com/analysis/game/live/4356132989,1510,1527,United Kingdom,bluenose32,white
425,"Jan 1, 2020",loss,8,5 min,https://www.chess.com/analysis/game/live/4356129943,1518,1559,United States,student2007,black
426,"Jan 1, 2020",win,11,5 min,https://www.chess.com/analysis/game/live/4356031507,1525,1495,Netherlands,Yoramski,white
427,"Jan 1, 2020",loss,26,5 min,https://www.chess.com/analysis/game/live/4356011735,1517,1531,Turkey,aekonuksever,white
428,"Jan 1, 2020",loss,38,5 min,https://www.chess.com/analysis/game/live/4355498210,1525,1506,Israel,uri_hecht,black
429,"Dec 31, 2019",loss,32,5 min,https://www.chess.com/analysis/game/live/4354816371,1534,1579,Chile,Tanozuke,black
430,"Dec 24, 2019",loss,24,5 min,https://www.chess.com/analysis/game/live/4330008506,1541,1553,United States,ericgre,white
431,"Dec 24, 2019",loss,13,5 min,https://www.chess.com/analysis/game/live/4330001253,1549,1544,South Africa,SiekRot,black
432,"Dec 23, 2019",win,29,5 min,https://www.chess.com/analysis/game/live/4328847698,1558,1556,United States,WalangTalo,white
433,"Dec 23, 2019",win,28,5 min,https://www.chess.com/analysis/game/live/4328833665,1550,1489,Colombia,u_235,black
434,"Dec 13, 2019",loss,58,10 min,https://www.chess.com/analysis/game/live/4296371984,1543,1571,Malaysia,mdlouis,error
435,"Nov 24, 2019",loss,17,5 min,https://www.chess.com/analysis/game/live/4240462083,1551,1540,United States,Workmane,white
436,"Nov 24, 2019",win,18,5 min,https://www.chess.com/analysis/game/live/4240457302,1560,1534,United States,yowhyamialive,black
437,"Nov 24, 2019",win,22,5 min,https://www.chess.com/analysis/game/live/4240449265,1552,1552,Brazil,antoniocodina,white
438,"Nov 16, 2019",win,40,10 min,https://www.chess.com/analysis/game/live/4216328360,1544,1547,Spain,yoquese,white
439,"Nov 16, 2019",win,16,10 min,https://www.chess.com/analysis/game/live/4216321452,1536,1402,Canada,MacLean00,black
440,"Nov 9, 2019",loss,28,10 min,https://www.chess.com/analysis/game/live/4194179816,1531,1503,United States,frec99,white
441,"Nov 1, 2019",loss,41,5 min,https://www.chess.com/analysis/game/live/4170503063,1540,1541,Philippines,paquitokingfajardo,white
442,"Nov 1, 2019",win,21,5 min,https://www.chess.com/analysis/game/live/4170492004,1548,1513,Brazil,xmballd,white
443,"Oct 30, 2019",loss,20,5 min,https://www.chess.com/analysis/game/live/4164872558,1540,1579,Romania,ecopkg,black
444,"Oct 29, 2019",win,4,5 min,https://www.chess.com/analysis/game/live/4161074099,1547,1538,Russia,Husky_G,black
